DestAddr,DestCode,DestName,Distance,Duration,OrigAddr,OrigCode,OrigName
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,4472977,147613,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,4458534,146796,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,783824,26741,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,4340844,142485,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,3877072,126692,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,0,0,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,808851,27935,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,2023004,69067,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,2910394,94590,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,3975324,124732,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2158392,67929,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,4151608,133208,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,4326628,138376,"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,1208993,39395,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,3976089,128015,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,4532580,146845,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,4981488,161564,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,3438087,111430,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,3432609,110732,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,3834452,123174,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,3957521,127663,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2010966,65880,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,3855092,123889,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,5007392,157683,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,3101556,98081,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,2914606,94575,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,657509,22385,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,611455,20384,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,3488430,112032,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,3179651,103743,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,4696240,152408,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,4681797,151591,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,25580,1501,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,4631475,150067,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,4144712,133519,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,805260,27579,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,0,0,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,1296261,44862,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,3301495,107128,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,4711007,148658,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2763251,89480,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,4236370,136686,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,4534586,147147,"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,2275491,78177,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,4240863,138658,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,4457080,144909,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,4905987,159628,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,3313972,107682,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,3325262,107740,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,3796104,122785,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,3882020,125727,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,2101598,70234,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,3779592,121953,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,5303788,171825,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,3712832,125124,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,2965476,97439,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,1872518,63903,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,1826463,61901,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,3199139,102840,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,2664514,85901,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,4620739,150472,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,4606296,149655,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,1299449,45224,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,4555974,148131,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,4069211,131583,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,2020268,69097,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,1296547,45235,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,0,0,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,3352364,109992,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,5007403,162800,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,3313026,112083,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,4160869,134750,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,4459085,145211,"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,2345381,76683,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,891182,28975,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,1318562,44657,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,1913968,63140,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,488074,16624,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,474818,15469,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,561883,18576,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,898292,29638,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,1366463,43290,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,883547,28477,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,1954106,62142,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,1247202,43812,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,388631,13040,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,2929075,93834,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,2939755,94501,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,605728,19471,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,899980,30690,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,1563702,53271,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,1549259,52454,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,3305986,108340,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,1431569,48143,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,967797,32350,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,2913448,94982,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,3303084,108351,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,3353343,110159,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,0,0,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,1657721,53117,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,1038909,35660,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,1264825,41275,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,1320568,44960,"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,3498991,109609,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,768350,24227,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,1554445,50965,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,2194007,73204,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,1931704,63430,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,1915472,62244,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,1509051,48081,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,1792309,59374,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,3023939,95892,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,1927828,62162,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,426906,13944,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,1611989,51019,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,2046107,65642,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,4072413,128250,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,4101654,129385,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,2081366,67619,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,2590371,82604,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,1886996,62456,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,1872553,61639,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,4684003,147616,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,1707531,56192,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,1684195,56480,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,3978130,124777,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,4709030,148810,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,5010819,162761,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,1660769,52945,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,0,0,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,1837334,59912,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,2180928,73107,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,1485513,48433,"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,1684749,53136,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1285284,41146,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,2224010,72737,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,2869290,94531,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,1526881,51976,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,1578105,50838,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,1527700,49725,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,1928249,62969,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,1258295,42137,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,1934927,63301,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,2137979,68935,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,413459,13533,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,900684,28781,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,2258171,71777,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,2287412,72912,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,1644535,54823,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,1599697,51206,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,2550453,83850,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,2536010,83033,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,2738255,88961,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,2379017,77945,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,1991910,65409,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,2163889,68304,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,2763281,90155,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,3325364,112424,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,1039926,35600,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,1841594,59910,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,0,0,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,2304366,76309,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,2169793,70771,"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,3610230,117943,"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre
